ubigeo,distrito,departamen,poblacion,ipress_per_10k,atenciones_per_10k,dist_mediana_km,pct_ccpp_10km,indice_baseline,quintil_baseline,etiqueta_baseline,indice_alternativo,quintil_alternativo,etiqueta_alternativo,cambio_quintil,cambio_abs
080405,PISAC,CUSCO,10285.0,3.8892,0.0,17.156,0.0,0.3697,2,Low,0.2834,1,Very low,-1.0,1.0
050908,SAN PEDRO DE LARCAY,AYACUCHO,1053.0,9.4967,0.0,16.839,22.0,0.5045,3,Medium,0.5316,4,High,1.0,1.0
050907,PAICO,AYACUCHO,837.0,23.8949,0.0,10.384,22.73,0.6555,5,Very high,0.6333,4,High,-1.0,1.0
051103,CARHUANCA,AYACUCHO,1018.0,9.8232,0.0,19.604,0.0,0.4956,3,Medium,0.4227,2,Low,-1.0,1.0
050904,CHILCAYOC,AYACUCHO,568.0,17.6056,0.0,17.948,0.0,0.5777,4,High,0.4968,3,Medium,-1.0,1.0
051106,INDEPENDENCIA,AYACUCHO,1583.0,12.6342,0.0,6.77,84.85,0.6313,4,High,0.6345,5,Very high,1.0,1.0
120121,HUAYUCACHI,JUNIN,8665.0,2.3081,0.0,4.932,100.0,0.4397,2,Low,0.4648,3,Medium,1.0,1.0
120136,VIQUES,JUNIN,2247.0,4.4504,0.0,9.021,100.0,0.452,3,Medium,0.5257,4,High,1.0,1.0
210305,CORANI,PUNO,4035.0,12.3916,0.0,70.324,0.0,0.3903,2,Low,0.4546,3,Medium,1.0,1.0
080904,MARANURA,CUSCO,5949.0,5.0429,0.0,11.017,40.0,0.4504,3,Medium,0.4503,2,Low,-1.0,1.0
040811,TORO,AREQUIPA,767.0,26.0756,0.0,89.028,0.0,0.4518,3,Medium,0.5235,4,High,1.0,1.0
110506,SAN ANDRES,ICA,13733.0,2.9127,0.0,4.568,73.53,0.4609,3,Medium,0.4204,2,Low,-1.0,1.0
030205,HUANCARAY,APURIMAC,4617.0,8.6636,0.0,20.176,0.0,0.4721,3,Medium,0.4033,2,Low,-1.0,1.0
110508,TUPAC AMARU INCA,ICA,18366.0,2.7224,0.0,5.194,93.75,0.4487,3,Medium,0.4417,2,Low,-1.0,1.0
081008,PILLPINTO,CUSCO,1254.0,7.9745,0.0,44.552,0.0,0.363,1,Very low,0.3896,2,Low,1.0,1.0
030505,MARA,APURIMAC,6718.0,7.4427,0.0,15.64,0.0,0.4769,3,Medium,0.3801,2,Low,-1.0,1.0
030203,CHIARA,APURIMAC,1323.0,22.6757,0.0,25.169,0.0,0.5544,4,High,0.5147,3,Medium,-1.0,1.0
110108,SALAS,ICA,24557.0,2.4433,1781.9766,25.984,4.8,0.4465,2,Low,0.5017,3,Medium,1.0,1.0
081003,CCAPI,CUSCO,3749.0,5.3348,0.0,17.399,0.0,0.4071,2,Low,0.323,1,Very low,-1.0,1.0
151032,VIÑAC,LIMA,1906.0,10.4932,0.0,23.709,0.0,0.4798,3,Medium,0.4328,2,Low,-1.0,1.0
150138,SANTA MARIA DEL MAR,LIMA,1721.0,11.6212,0.0,25.964,0.0,0.4802,3,Medium,0.4444,2,Low,-1.0,1.0
150609,SAN MIGUEL DE ACOS,LIMA,777.0,25.74,0.0,51.344,0.0,0.4786,3,Medium,0.5229,4,High,1.0,1.0
090109,LARIA,HUANCAVELICA,1453.0,13.7646,0.0,7.471,94.34,0.6339,4,High,0.6589,5,Very high,1.0,1.0
080408,YANATILE,CUSCO,13588.0,8.0954,0.0,64.558,0.0,0.3331,1,Very low,0.3929,2,Low,1.0,1.0
120204,CHAMBARA,JUNIN,2882.0,13.8793,0.0,16.052,0.0,0.564,4,High,0.4695,3,Medium,-1.0,1.0
120132,SAÑO,JUNIN,4082.0,2.4498,0.0,7.019,100.0,0.4153,2,Low,0.4699,3,Medium,1.0,1.0
150730,SANTIAGO DE TUNA,LIMA,762.0,13.1234,0.0,18.213,0.0,0.5406,4,High,0.4616,3,Medium,-1.0,1.0
150715,SAN ANDRES DE TUPICOCHA,LIMA,1272.0,7.8616,0.0,19.234,0.0,0.4627,3,Medium,0.3874,2,Low,-1.0,1.0
150721,SAN LORENZO DE QUINTI,LIMA,1547.0,12.9282,0.0,42.276,0.0,0.4389,2,Low,0.4597,3,Medium,1.0,1.0
151003,ALLAUCA,LIMA,2293.0,8.7222,0.0,61.0,0.0,0.3465,1,Very low,0.4038,2,Low,1.0,1.0
210205,CAMINACA,PUNO,3543.0,5.6449,0.0,19.997,0.0,0.4027,2,Low,0.3328,1,Very low,-1.0,1.0
150717,SAN BARTOLOME,LIMA,2409.0,8.3022,0.0,16.822,0.0,0.4852,3,Medium,0.3965,2,Low,-1.0,1.0
040807,QUECHUALLA,AREQUIPA,228.0,43.8596,0.0,85.083,0.0,0.4653,3,Medium,0.5365,4,High,1.0,1.0
120210,MATAHUASI,JUNIN,5171.0,5.8016,0.0,7.301,100.0,0.5049,3,Medium,0.5622,4,High,1.0,1.0
080914,MEGANTONI,CUSCO,8441.0,18.9551,0.0,127.242,0.0,0.4272,2,Low,0.5037,3,Medium,1.0,1.0
150607,LAMPIAN,LIMA,389.0,51.4139,0.0,46.266,0.0,0.5057,3,Medium,0.5382,4,High,1.0,1.0
150606,IHUARI,LIMA,2344.0,25.5973,0.0,42.46,0.0,0.5012,3,Medium,0.5226,4,High,1.0,1.0
150610,SANTA CRUZ DE ANDAMARCA,LIMA,1469.0,20.4221,0.0,29.974,0.0,0.5279,4,High,0.5081,3,Medium,-1.0,1.0
150612,VEINTISIETE DE NOVIEMBRE,LIMA,414.0,48.3092,0.0,48.676,0.0,0.4991,3,Medium,0.5375,4,High,1.0,1.0
050403,HUAMANGUILLA,AYACUCHO,5345.0,5.6127,0.0,12.024,6.82,0.4579,3,Medium,0.4267,2,Low,-1.0,1.0
050407,SIVIA,AYACUCHO,13511.0,5.9211,1410.7024,12.523,43.88,0.6242,4,High,0.6398,5,Very high,1.0,1.0
050504,CHILCAS,AYACUCHO,3081.0,6.4914,0.0,20.038,0.0,0.426,2,Low,0.3563,1,Very low,-1.0,1.0
100106,QUISQUI (KICHKI),HUANUCO,8392.0,3.5748,0.0,15.384,0.0,0.3751,2,Low,0.2765,1,Very low,-1.0,1.0
061311,YAUYUCAN,CAJAMARCA,3610.0,11.0803,0.0,24.638,0.0,0.4809,3,Medium,0.4387,2,Low,-1.0,1.0
061302,ANDABAMBA,CAJAMARCA,1494.0,6.6934,0.0,20.928,0.0,0.425,2,Low,0.3618,1,Very low,-1.0,1.0
061306,NINABAMBA,CAJAMARCA,2759.0,10.8735,0.0,19.074,0.0,0.5117,3,Medium,0.436,2,Low,-1.0,1.0
010110,LEIMEBAMBA,AMAZONAS,4206.0,7.1327,0.0,38.674,0.0,0.3631,1,Very low,0.3734,2,Low,1.0,1.0
061307,PULAN,CAJAMARCA,4438.0,11.2663,0.0,30.115,0.0,0.4593,3,Medium,0.4407,2,Low,-1.0,1.0
060703,HUALGAYOC,CAJAMARCA,16979.0,8.8344,0.0,12.563,25.33,0.5259,3,Medium,0.5241,4,High,1.0,1.0
130908,SARTIMBAMBA,LA LIBERTAD,14090.0,2.8389,0.0,13.642,11.03,0.3667,2,Low,0.3539,1,Very low,-1.0,1.0
010520,SANTA CATALINA,AMAZONAS,1908.0,20.9644,0.0,19.381,0.0,0.5841,4,High,0.5099,3,Medium,-1.0,1.0
120908,TRES DE DICIEMBRE,JUNIN,2111.0,4.7371,0.0,5.729,100.0,0.498,3,Medium,0.534,4,High,1.0,1.0
120906,SAN JUAN DE ISCOS,JUNIN,2123.0,14.1309,0.0,8.228,88.89,0.6302,4,High,0.6535,5,Very high,1.0,1.0
151033,VITIS,LIMA,665.0,15.0376,0.0,58.439,0.0,0.4243,2,Low,0.4793,3,Medium,1.0,1.0
010605,LIMABAMBA,AMAZONAS,3049.0,6.5595,0.0,17.283,0.0,0.4435,2,Low,0.3579,1,Very low,-1.0,1.0
170302,IBERIA,MADRE DE DIOS,9486.0,7.3793,0.0,141.269,0.0,0.3013,1,Very low,0.3787,2,Low,1.0,1.0
150602,ATAVILLOS ALTO,LIMA,626.0,79.8722,0.0,42.932,0.0,0.518,3,Medium,0.5409,4,High,1.0,1.0
110107,PUEBLO NUEVO,ICA,4843.0,10.3242,0.0,6.071,100.0,0.614,4,High,0.6556,5,Very high,1.0,1.0
150102,ANCON,LIMA,42124.0,2.6113,0.0,6.95,100.0,0.4204,2,Low,0.4744,3,Medium,1.0,1.0
220603,HUICUNGO,SAN MARTIN,6630.0,9.0498,547.5113,24.946,17.19,0.6029,4,High,0.6714,5,Very high,1.0,1.0
020611,YUNGAR,ANCASH,3462.0,11.554,0.0,7.239,97.59,0.6126,4,High,0.6402,5,Very high,1.0,1.0
100102,AMARILIS,HUANUCO,79545.0,1.3829,26994.4057,4.898,100.0,0.6211,4,High,0.6457,5,Very high,1.0,1.0
101105,JACAS CHICO,HUANUCO,2038.0,4.9068,0.0,14.785,0.0,0.416,2,Low,0.313,1,Very low,-1.0,1.0
150727,SANTA CRUZ DE COCACHACRA,LIMA,2541.0,7.8709,0.0,16.261,0.0,0.4807,3,Medium,0.3876,2,Low,-1.0,1.0
151015,HUANGASCAR,LIMA,549.0,18.2149,0.0,24.224,0.0,0.5437,4,High,0.5003,3,Medium,-1.0,1.0
150504,CERRO AZUL,LIMA,8489.0,2.356,0.0,11.19,28.89,0.3713,2,Low,0.3615,1,Very low,-1.0,1.0
151019,LINCHA,LIMA,966.0,10.352,0.0,26.762,0.0,0.463,3,Medium,0.4304,2,Low,-1.0,1.0
120402,ACOLLA,JUNIN,7215.0,9.702,0.0,16.401,28.0,0.5129,3,Medium,0.541,4,High,1.0,1.0
110503,HUMAY,ICA,6041.0,6.6214,0.0,31.874,0.0,0.3716,2,Low,0.3593,1,Very low,-1.0,1.0
030302,EL ORO,APURIMAC,548.0,18.2482,0.0,59.781,0.0,0.4445,2,Low,0.5006,3,Medium,1.0,1.0
150702,ANTIOQUIA,LIMA,1246.0,16.0514,0.0,22.398,0.0,0.5427,4,High,0.4878,3,Medium,-1.0,1.0
120117,HUALHUAS,JUNIN,4630.0,2.1598,0.0,8.198,100.0,0.3939,2,Low,0.4603,3,Medium,1.0,1.0
120213,ORCOTUNA,JUNIN,4168.0,4.7985,0.0,6.152,100.0,0.4917,3,Medium,0.5351,4,High,1.0,1.0
211204,PATAMBUCO,PUNO,3967.0,10.0832,0.0,20.252,0.0,0.4946,3,Medium,0.4271,2,Low,-1.0,1.0
030707,PATAYPAMPA,APURIMAC,1127.0,17.7462,0.0,65.944,0.0,0.4368,2,Low,0.4975,3,Medium,1.0,1.0
030410,POCOHUANCA,APURIMAC,1154.0,34.662,0.0,57.196,0.0,0.4795,3,Medium,0.5327,4,High,1.0,1.0
080607,SAN PEDRO,CUSCO,2773.0,3.6062,0.0,16.079,0.0,0.3722,2,Low,0.2779,1,Very low,-1.0,1.0
030504,HAQUIRA,APURIMAC,11908.0,11.7568,0.0,25.635,0.0,0.4825,3,Medium,0.446,2,Low,-1.0,1.0
030210,PAMPACHIRI,APURIMAC,2820.0,10.6383,0.0,21.573,7.47,0.4939,3,Medium,0.5304,4,High,1.0,1.0
240104,PAMPAS DE HOSPITAL,TUMBES,7239.0,5.5256,19.3397,4.983,80.0,0.6599,5,Very high,0.6327,4,High,-1.0,1.0
010118,SAN FRANCISCO DE DAGUAS,AMAZONAS,351.0,28.49,0.0,13.919,5.88,0.637,5,Very high,0.6195,4,High,-1.0,1.0
120215,SANTA ROSA DE OCOPA,JUNIN,2030.0,9.8522,0.0,5.98,100.0,0.6097,4,High,0.6492,5,Very high,1.0,1.0
160206,LAGUNAS,LORETO,14584.0,7.5425,0.0,108.946,0.0,0.3079,1,Very low,0.3828,2,Low,1.0,1.0
120426,POMACANCHA,JUNIN,1975.0,15.1899,0.0,19.766,0.0,0.5524,4,High,0.4809,3,Medium,-1.0,1.0
150106,CARABAYLLO,LIMA,322936.0,2.0128,2.3224,5.739,72.09,0.5462,4,High,0.52,3,Medium,-1.0,1.0
150904,COCHAMARCA,LIMA,1653.0,18.1488,0.0,58.722,0.0,0.4446,2,Low,0.5,3,Medium,1.0,1.0
150905,NAVAN,LIMA,1235.0,8.0972,0.0,66.318,0.0,0.3317,1,Very low,0.3931,2,Low,1.0,1.0
170104,LABERINTO,MADRE DE DIOS,5329.0,15.0122,0.0,49.692,0.0,0.4382,2,Low,0.4791,3,Medium,1.0,1.0
150903,CAUJUL,LIMA,1076.0,9.2937,0.0,60.674,0.0,0.3554,1,Very low,0.4123,2,Low,1.0,1.0
190105,NINACACA,PASCO,3297.0,15.1653,0.0,21.629,0.0,0.5396,4,High,0.4807,3,Medium,-1.0,1.0
150802,AMBAR,LIMA,2761.0,7.2438,0.0,52.685,0.0,0.3299,1,Very low,0.376,2,Low,1.0,1.0
021405,COCHAS,ANCASH,1486.0,6.7295,0.0,32.027,0.0,0.3742,2,Low,0.3627,1,Very low,-1.0,1.0
160205,JEBEROS,LORETO,5453.0,7.3354,0.0,71.512,0.0,0.3128,1,Very low,0.3778,2,Low,1.0,1.0
010104,CHETO,AMAZONAS,591.0,16.9205,0.0,20.178,0.0,0.5619,4,High,0.4932,3,Medium,-1.0,1.0
160702,CAHUAPANAS,LORETO,8639.0,8.1028,0.0,69.71,0.0,0.3294,1,Very low,0.3933,2,Low,1.0,1.0
130608,MACHE,LA LIBERTAD,3129.0,9.5877,0.0,5.774,100.0,0.6076,4,High,0.6446,5,Very high,1.0,1.0
131008,SITABAMBA,LA LIBERTAD,3367.0,11.88,0.0,23.916,0.0,0.493,3,Medium,0.4471,2,Low,-1.0,1.0
130806,HUAYO,LA LIBERTAD,4527.0,6.6269,0.0,27.148,0.0,0.3908,2,Low,0.3596,1,Very low,-1.0,1.0
250104,MASISEA,UCAYALI,13150.0,16.73,0.0,58.121,0.0,0.4378,2,Low,0.4923,3,Medium,1.0,1.0
040809,TAURIA,AREQUIPA,317.0,31.5457,0.0,71.411,0.0,0.466,3,Medium,0.5308,4,High,1.0,1.0
040808,SAYLA,AREQUIPA,592.0,16.8919,0.0,68.074,0.0,0.4302,2,Low,0.493,3,Medium,1.0,1.0
210103,AMANTANI,PUNO,4538.0,4.4072,0.0,,,0.3835,2,Low,0.2987,1,Very low,-1.0,1.0
110211,TAMBO DE MORA,ICA,5110.0,3.9139,0.0,9.451,78.95,0.433,2,Low,0.4555,3,Medium,1.0,1.0
010510,LUYA VIEJO,AMAZONAS,489.0,20.4499,0.0,22.809,0.0,0.5604,4,High,0.5084,3,Medium,-1.0,1.0
160803,TENIENTE MANUEL CLAVERO,LORETO,5926.0,10.1249,0.0,202.468,0.0,0.3474,1,Very low,0.4277,2,Low,1.0,1.0
020306,SAN JUAN DE RONTOY,ANCASH,1648.0,12.1359,0.0,23.34,0.0,0.4998,3,Medium,0.4512,2,Low,-1.0,1.0
021007,HUACHIS,ANCASH,3466.0,5.7703,0.0,12.554,15.38,0.4561,3,Medium,0.442,2,Low,-1.0,1.0
010507,LONGUITA,AMAZONAS,1161.0,17.2265,0.0,23.763,0.0,0.5414,4,High,0.4946,3,Medium,-1.0,1.0
060614,SOCOTA,CAJAMARCA,10720.0,15.8582,0.0,16.36,0.0,0.5781,4,High,0.4859,3,Medium,-1.0,1.0
160502,ALTO TAPICHE,LORETO,2139.0,14.0252,0.0,110.703,0.0,0.3948,2,Low,0.4702,3,Medium,1.0,1.0
010707,YAMON,AMAZONAS,2841.0,21.1193,0.0,28.006,0.0,0.5372,4,High,0.5103,3,Medium,-1.0,1.0
160703,MANSERICHE,LORETO,10707.0,8.4057,0.0,50.217,0.0,0.3565,1,Very low,0.3986,2,Low,1.0,1.0
010517,SAN FRANCISCO DEL YESO,AMAZONAS,821.0,12.1803,0.0,39.901,0.0,0.4384,2,Low,0.4521,3,Medium,1.0,1.0
010703,CUMBA,AMAZONAS,8752.0,11.426,0.0,19.944,8.96,0.5124,3,Medium,0.5389,4,High,1.0,1.0
200806,RINCONADA LLICUAR,PIURA,3298.0,3.0321,0.0,7.732,100.0,0.4239,2,Low,0.486,3,Medium,1.0,1.0
200308,SONDORILLO,PIURA,10910.0,5.4995,0.0,19.844,0.0,0.399,2,Low,0.3279,1,Very low,-1.0,1.0
021012,RAHUAPAMPA,ANCASH,814.0,24.57,0.0,10.885,15.38,0.6537,5,Very high,0.6269,4,High,-1.0,1.0
160110,TORRES CAUSANA,LORETO,5238.0,9.5456,0.0,201.008,0.0,0.3372,1,Very low,0.4173,2,Low,1.0,1.0
020608,SAN MIGUEL DE ACO,ANCASH,2794.0,3.5791,0.0,7.437,90.32,0.4429,2,Low,0.4621,3,Medium,1.0,1.0
021011,PONTO,ANCASH,3333.0,9.0009,0.0,19.51,0.0,0.4816,3,Medium,0.4083,2,Low,-1.0,1.0
190110,TICLACAYAN,PASCO,14863.0,4.7097,0.0,20.112,0.0,0.3776,2,Low,0.308,1,Very low,-1.0,1.0
100202,CAYNA,HUANUCO,3377.0,8.8836,0.0,23.248,0.0,0.4552,3,Medium,0.4061,2,Low,-1.0,1.0
160102,ALTO NANAY,LORETO,3064.0,13.0548,0.0,68.155,0.0,0.398,2,Low,0.461,3,Medium,1.0,1.0
160304,TROMPETEROS,LORETO,11196.0,16.9703,0.0,232.193,0.0,0.4124,2,Low,0.4935,3,Medium,1.0,1.0
160303,TIGRE,LORETO,8664.0,10.3878,0.0,164.17,0.0,0.3527,1,Very low,0.431,2,Low,1.0,1.0
160107,NAPO,LORETO,16695.0,5.3908,1984.4265,47.757,3.77,0.4578,3,Medium,0.583,4,High,1.0,1.0
160801,PUTUMAYO,LORETO,4341.0,39.1615,0.0,125.539,0.0,0.4585,3,Medium,0.5349,4,High,1.0,1.0
050903,CHALCOS,AYACUCHO,635.0,15.748,0.0,18.656,0.0,0.5624,4,High,0.4854,3,Medium,-1.0,1.0
030605,OCOBAMBA,APURIMAC,8331.0,7.202,0.0,17.446,0.0,0.4588,3,Medium,0.375,2,Low,-1.0,1.0
030208,PACOBAMBA,APURIMAC,4676.0,14.9701,0.0,22.492,0.0,0.5333,4,High,0.4788,3,Medium,-1.0,1.0
110205,EL CARMEN,ICA,13734.0,2.9125,0.0,12.728,10.81,0.3747,2,Low,0.355,1,Very low,-1.0,1.0
010114,MOLINOPAMPA,AMAZONAS,2750.0,14.5455,0.0,22.011,0.0,0.532,4,High,0.475,3,Medium,-1.0,1.0
140302,CHOCHOPE,LAMBAYEQUE,1122.0,8.9127,0.0,50.938,0.0,0.3632,1,Very low,0.4067,2,Low,1.0,1.0
060417,TACABAMBA,CAJAMARCA,20132.0,6.4574,0.0,20.514,0.0,0.4207,2,Low,0.3547,1,Very low,-1.0,1.0
060409,HUAMBOS,CAJAMARCA,9490.0,8.4299,0.0,16.669,0.0,0.4901,3,Medium,0.3994,2,Low,-1.0,1.0
220402,ALTO SAPOSOA,SAN MARTIN,3296.0,9.1019,0.0,18.148,0.0,0.4894,3,Medium,0.4097,2,Low,-1.0,1.0
010522,TINGO,AMAZONAS,1363.0,14.6735,0.0,19.352,0.0,0.5507,4,High,0.4763,3,Medium,-1.0,1.0
060615,TORIBIO CASANOVA,CAJAMARCA,1262.0,15.8479,0.0,20.969,0.0,0.5485,4,High,0.4857,3,Medium,-1.0,1.0
160605,SARAYACU,LORETO,16913.0,7.6864,0.0,77.478,0.0,0.3155,1,Very low,0.384,2,Low,1.0,1.0
010301,JUMBILLA,AMAZONAS,1764.0,11.3379,0.0,17.318,0.0,0.527,3,Medium,0.4416,2,Low,-1.0,1.0
010513,OCUMAL,AMAZONAS,4194.0,11.9218,0.0,34.52,0.0,0.4485,3,Medium,0.4476,2,Low,-1.0,1.0
061301,SANTA CRUZ,CAJAMARCA,12431.0,6.4355,0.0,29.991,0.0,0.3735,2,Low,0.3539,1,Very low,-1.0,1.0
061310,UTICYACU,CAJAMARCA,1606.0,18.68,0.0,16.554,0.0,0.593,4,High,0.5019,3,Medium,-1.0,1.0
061305,LA ESPERANZA,CAJAMARCA,2560.0,11.7188,0.0,23.216,0.0,0.4949,3,Medium,0.4453,2,Low,-1.0,1.0
061304,CHANCAYBAÑOS,CAJAMARCA,3899.0,15.3886,0.0,20.644,0.0,0.5473,4,High,0.4823,3,Medium,-1.0,1.0
060408,CONCHAN,CAJAMARCA,7060.0,9.915,0.0,13.211,6.67,0.5396,4,High,0.519,3,Medium,-1.0,1.0
060419,CHALAMARCA,CAJAMARCA,11274.0,11.531,0.0,17.588,7.14,0.5263,3,Medium,0.5387,4,High,1.0,1.0
010702,CAJARURO,AMAZONAS,28491.0,11.2316,0.0,20.914,12.16,0.5035,3,Medium,0.5409,4,High,1.0,1.0
160705,PASTAZA,LORETO,6496.0,13.8547,0.0,120.937,0.0,0.3932,2,Low,0.4693,3,Medium,1.0,1.0
160704,MORONA,LORETO,13609.0,7.3481,0.0,102.649,0.0,0.3041,1,Very low,0.378,2,Low,1.0,1.0
060905,NAMBALLE,CAJAMARCA,11717.0,5.1208,0.0,20.251,0.0,0.3872,2,Low,0.3196,1,Very low,-1.0,1.0
060906,SAN JOSE DE LOURDES,CAJAMARCA,22147.0,6.7729,0.0,22.312,3.16,0.4203,2,Low,0.4524,3,Medium,1.0,1.0
010523,TRITA,AMAZONAS,1378.0,14.5138,0.0,14.831,0.0,0.577,4,High,0.4745,3,Medium,-1.0,1.0
060608,SAN ANDRES DE CUTERVO,CAJAMARCA,5240.0,9.542,0.0,19.382,0.0,0.4911,3,Medium,0.4171,2,Low,-1.0,1.0
160509,TAPICHE,LORETO,1245.0,16.0643,0.0,194.71,0.0,0.4083,2,Low,0.488,3,Medium,1.0,1.0
130810,PIAS,LA LIBERTAD,1293.0,7.734,0.0,19.772,0.0,0.4568,3,Medium,0.3855,2,Low,-1.0,1.0
101005,RONDOS,HUANUCO,7687.0,11.7081,0.0,21.014,0.0,0.5078,3,Medium,0.4451,2,Low,-1.0,1.0
021703,COTAPARACO,ANCASH,648.0,15.4321,0.0,20.22,0.0,0.551,4,High,0.4829,3,Medium,-1.0,1.0
021105,MALVAS,ANCASH,905.0,22.0994,0.0,19.092,0.0,0.5877,4,High,0.5122,3,Medium,-1.0,1.0
100503,CHAVIN DE PARIARCA,HUANUCO,3721.0,8.0623,0.0,45.469,0.0,0.3622,1,Very low,0.3917,2,Low,1.0,1.0
021209,SANTO TORIBIO,ANCASH,1056.0,18.9394,0.0,25.584,0.0,0.5405,4,High,0.5035,3,Medium,-1.0,1.0
021302,CASCA,ANCASH,4534.0,2.2056,0.0,5.03,100.0,0.4345,2,Low,0.4612,3,Medium,1.0,1.0
131203,GUADALUPITO,LA LIBERTAD,10166.0,0.9837,0.0,9.408,57.14,0.3629,1,Very low,0.3645,2,Low,1.0,1.0
130610,PARANDAY,LA LIBERTAD,746.0,13.4048,0.0,16.187,0.0,0.5584,4,High,0.4648,3,Medium,-1.0,1.0
130606,LA CUESTA,LA LIBERTAD,690.0,14.4928,0.0,15.402,0.0,0.5727,4,High,0.4743,3,Medium,-1.0,1.0
130604,CHARAT,LA LIBERTAD,2814.0,14.2146,0.0,15.183,0.0,0.5715,4,High,0.4718,3,Medium,-1.0,1.0
160211,TENIENTE CESAR LOPEZ ROJAS,LORETO,6743.0,11.8642,0.0,20.214,0.0,0.5152,3,Medium,0.4467,2,Low,-1.0,1.0
221003,POLVORA,SAN MARTIN,14439.0,4.848,0.0,25.617,1.15,0.3482,1,Very low,0.3957,2,Low,1.0,1.0
061104,CATILLUC,CAJAMARCA,3495.0,5.7225,0.0,23.082,0.0,0.3844,2,Low,0.3342,1,Very low,-1.0,1.0
140311,SAN JOSE,LAMBAYEQUE,16851.0,2.9672,0.0,6.336,100.0,0.4377,2,Low,0.4835,3,Medium,1.0,1.0
060402,ANGUIA,CAJAMARCA,4296.0,11.6387,0.0,23.896,0.0,0.4907,3,Medium,0.4446,2,Low,-1.0,1.0
060413,PACCHA,CAJAMARCA,5335.0,14.9953,0.0,20.41,0.0,0.5459,4,High,0.4789,3,Medium,-1.0,1.0
060302,CHUMUCH,CAJAMARCA,3198.0,6.2539,0.0,18.036,0.0,0.429,2,Low,0.3486,1,Very low,-1.0,1.0
060702,CHUGUR,CAJAMARCA,3601.0,8.331,0.0,14.804,0.0,0.4999,3,Medium,0.397,2,Low,-1.0,1.0
010502,CAMPORREDONDO,AMAZONAS,7131.0,7.0116,0.0,47.119,0.0,0.3349,1,Very low,0.3696,2,Low,1.0,1.0
010608,MILPUC,AMAZONAS,599.0,33.389,0.0,12.741,0.0,0.6509,5,Very high,0.5322,4,High,-1.0,1.0
010403,RIO SANTIAGO,AMAZONAS,16986.0,15.3067,0.0,76.185,0.0,0.4145,2,Low,0.4818,3,Medium,1.0,1.0
200402,BUENOS AIRES,PIURA,8147.0,6.1372,0.0,30.029,0.0,0.3652,2,Low,0.3459,1,Very low,-1.0,1.0
200404,LA MATANZA,PIURA,12912.0,5.4213,0.0,25.139,0.0,0.3657,2,Low,0.3258,1,Very low,-1.0,1.0
050106,OCROS,AYACUCHO,6466.0,9.2793,0.0,22.998,0.0,0.4628,3,Medium,0.4121,2,Low,-1.0,1.0
050610,LLAUTA,AYACUCHO,1126.0,26.643,0.0,42.01,0.0,0.5046,3,Medium,0.5245,4,High,1.0,1.0
051003,APONGO,AYACUCHO,1420.0,7.0423,0.0,20.231,10.34,0.4389,2,Low,0.4699,3,Medium,1.0,1.0
050601,PUQUIO,AYACUCHO,14166.0,3.5296,5388.9595,6.195,64.58,0.642,5,Very high,0.6174,4,High,-1.0,1.0
050902,BELEN,AYACUCHO,772.0,12.9534,0.0,17.943,0.0,0.5412,4,High,0.4601,3,Medium,-1.0,1.0
051107,SAURAMA,AYACUCHO,1297.0,7.7101,0.0,18.324,0.0,0.4632,3,Medium,0.3847,2,Low,-1.0,1.0
050206,TOTOS,AYACUCHO,3742.0,8.0171,0.0,17.846,0.0,0.4728,3,Medium,0.3912,2,Low,-1.0,1.0
050410,UCHURACCAY,AYACUCHO,5759.0,10.4185,0.0,24.14,0.0,0.4757,3,Medium,0.4316,2,Low,-1.0,1.0
051104,CONCEPCION,AYACUCHO,3193.0,6.2637,0.0,13.489,5.26,0.4623,3,Medium,0.4411,2,Low,-1.0,1.0
050205,PARAS,AYACUCHO,4636.0,12.9422,0.0,22.284,12.21,0.5158,3,Medium,0.5608,4,High,1.0,1.0
050506,LUIS CARRANZA,AYACUCHO,1041.0,9.6061,0.0,25.406,0.0,0.4573,3,Medium,0.4192,2,Low,-1.0,1.0
050611,LUCANAS,AYACUCHO,4240.0,9.434,0.0,28.835,0.24,0.4376,2,Low,0.496,3,Medium,1.0,1.0
050102,ACOCRO,AYACUCHO,11081.0,4.5122,0.0,20.964,0.0,0.3651,2,Low,0.3021,1,Very low,-1.0,1.0
050112,SOCOS,AYACUCHO,7637.0,6.5471,0.0,8.462,80.0,0.5134,3,Medium,0.5294,4,High,1.0,1.0
040302,ACARI,AREQUIPA,3010.0,6.6445,159.4684,23.672,0.0,0.5525,4,High,0.5049,3,Medium,-1.0,1.0
070107,MI PERU,CALLAO,63542.0,0.4721,2100.1857,,,0.4654,3,Medium,0.3807,2,Low,-1.0,1.0
090718,TINTAY PUNCU,HUANCAVELICA,9140.0,4.3764,106.1269,3.068,89.74,0.6644,5,Very high,0.6222,4,High,-1.0,1.0
050402,AYAHUANCO,AYACUCHO,6452.0,7.7495,0.0,17.926,0.0,0.4671,3,Medium,0.3858,2,Low,-1.0,1.0
050412,CHACA,AYACUCHO,2580.0,3.876,0.0,16.974,0.0,0.3701,2,Low,0.2831,1,Very low,-1.0,1.0
080902,ECHARATE,CUSCO,37130.0,6.4638,0.0,33.748,0.82,0.3591,1,Very low,0.4378,2,Low,1.0,1.0
